time,open,high,low,close,Date,Jupiter_Helio,Jupiter_Geo,Saturn_Helio,Saturn_Geo,Mercury_Helio,Mercury_Geo,Uranus_Helio,Uranus_Geo,Neptune_Helio,Neptune_Geo
2014-10-26,344.65,359.9,340.2,353.01,2014-10-26,129.16832540726259,139.49494161041355,235.00572709545966,232.97941389254757,78.00901280626019,196.56097950176232,14.49585710003906,13.582728306356588,336.31764128115043,334.7128097766597
2014-10-27,353.07,359.47,346.44,349.01,2014-10-27,129.24831965163696,139.61943599069937,235.036506004979,233.09373622840454,84.33038853615813,196.68935243741993,14.506620886424153,13.545187488157339,336.3236476841698,334.7015601781254
2014-10-28,349.51,355.44,347.44,352.7,2014-10-28,129.32830382516195,139.7416103591099,235.06728377763503,233.208472127157,90.63244048112492,196.9952864759467,14.517384732524533,13.507978099726534,336.3296540914371,334.6908222952271
2014-10-29,352.71,353.78,332.0,333.58,2014-10-29,129.40827793593598,139.86143545788022,235.09806041440163,233.32360151810818,96.89021517512255,197.46782218828042,14.52814863841197,13.471116954210931,336.335660503037,334.6806008840299
2014-10-30,333.5,351.0,331.0,345.08,2014-10-30,129.48824199203852,139.97888298163193,235.12883591621818,233.43910447116465,103.07993520520009,198.09401889310706,14.538912604180604,13.434620462957554,336.34166691906626,334.6709003348975
2014-10-31,345.08,347.99,332.14,336.82,2014-10-31,129.56819600154589,140.093925506687,235.15961028398553,233.55496131954848,109.17973592896888,198.8598289019256,14.549676629946081,13.398504588828072,336.3476733396309,334.66172467919785
2014-11-01,336.72,339.0,315.54,325.9,2014-11-01,129.64813997254717,140.20653635220643,235.19038351856332,233.67115277239972,115.17026508404437,199.75081988930341,14.560440715843756,13.362784817692438,336.3536797648432,334.65307760976464
2014-11-02,325.9,329.55,317.7,323.82,2014-11-02,129.72807391315834,140.31668937405757,235.22115562077016,233.78766000832326,121.03510756335798,200.75273821917503,14.571204862026091,13.327476151938772,336.35968619482,334.6449625154128
2014-11-03,323.8,334.14,323.8,325.0,2014-11-03,129.8079978315351,140.42435869600604,235.25192659138497,233.90446473874186,126.76102025182772,201.851921647343,14.581969068659644,13.2925931300738,336.3656926296794,334.6373825292882
2014-11-04,324.83,331.28,321.0,329.66,2014-11-04,129.88791173588262,140.52951839334534,235.2826964311498,234.02154922750339,132.33798375443467,203.03557913140645,14.592733335921844,13.258149875555619,336.3716990695388,334.6303405891299
2014-11-05,329.75,342.54,329.75,338.62,2014-11-05,129.96781563446297,140.63214216174043,235.3134651407739,234.1388962541595,137.7590953264438,204.29195992542176,14.603497663997773,13.22416017421283,336.37770551451257,334.623839504286
2014-11-06,338.62,354.32,336.32,350.48,2014-11-06,130.0477095355998,140.73220302189875,235.34423272093818,234.25648901605942,143.02033824425664,205.6104351076621,14.61426205307714,13.190637572745839,336.38371196471064,334.61788202055834
2014-11-07,350.49,354.0,338.1,341.84,2014-11-07,130.12759344768077,140.82967311635883,235.37499917229988,234.37431097866647,148.12026695027023,206.98151337376038,14.625026503351627,13.157595483313086,336.3897184202375,334.61247087191714
2014-11-08,342.04,348.3,341.0,345.0,2014-11-08,130.20746737915806,140.92452363895777,235.40576449549727,234.49234569865968,153.059645689305,208.39681026055655,14.635791015012558,13.125047275366517,336.395724881191,334.60760880990904
2014-11-09,345.01,364.12,343.41,362.61,2014-11-09,130.28733133854735,141.01672490358982,235.4365286911538,234.6105766522109,157.84107287964565,209.8489866576462,14.646555588249027,13.093006338825717,336.4017313476617,334.603298607221
2014-11-10,362.6,374.26,356.33,366.07,2014-11-10,130.36718533442567,141.1062465224861,235.46729175988241,234.72898709666006,162.4686160697875,211.33166904261094,14.657320223246424,13.061486111485575,336.4077378197334,334.59954303882205
2014-11-11,366.17,371.45,360.74,367.65,2014-11-11,130.44702937542854,141.1930576426977,235.49805370228847,234.84755998026625,166.94747462405502,212.8393607139354,14.668084920185292,13.030500073777265,336.41374429748225,334.5963448490437
2014-11-12,367.66,436.0,367.59,433.56,2014-11-12,130.52686347024664,141.27712718944,235.52881451897332,234.96627789927584,171.2836803340371,214.36735060849142,14.678849679240571,13.000061720998797,336.4197507809773,334.5937067141051
2014-11-13,432.0,475.0,381.56,417.65,2014-11-13,130.60668762762225,141.35842408062578,235.55957421053625,235.08512309078245,175.48384052929475,215.91162414973684,14.689614500581001,12.970184525030827,336.4257572702809,334.59163120751833
2014-11-14,417.65,425.67,382.22,399.99,2014-11-14,130.68650185634579,141.43691739732472,235.59033277757658,235.20407744595218,179.5549241169782,217.46877894672647,14.700379384368892,12.940881895447442,336.4317637654484,334.59012077236304
2014-11-15,400.0,410.1,368.0,375.34,2014-11-15,130.76630616525233,141.5125765117886,235.6210902206957,235.32312252958954,183.50408821195293,219.03594697153017,14.711144330759918,12.912167146087455,336.43777026652947,334.58917770122656
2014-11-16,375.37,399.9,372.5,391.65,2014-11-16,130.84610056321853,141.58537118519965,235.65184654049762,235.442239595997,187.33854138999212,220.61072399422932,14.721909339903164,12.884053469360186,336.4437767735675,334.5888041224056
2014-11-17,391.8,413.48,373.0,387.5,2014-11-17,130.92588505915936,141.65527165228983,235.68260173759066,235.56140959558894,191.06543882958826,222.19110647180858,14.732674411941163,12.856553917586563,336.44978328660085,334.5890019897398
2014-11-18,387.5,393.0,366.46,372.85,2014-11-18,131.00565966202564,141.7222487113874,235.71335581258745,235.68061317092693,194.6918044422924,223.7754357064925,14.74343954701008,12.829681388535512,336.45578980566273,334.5897730729261
2014-11-19,372.89,386.0,368.55,375.26,2014-11-19,131.08542438080138,141.78627383748258,235.7441087661061,235.7998306447583,198.22447531005471,225.36234885987417,14.754204745239909,12.803448610773982,336.4617963307817,334.59111894508123
2014-11-20,376.73,379.5,352.01,356.77,2014-11-20,131.1651792245018,141.84731933245627,235.77486059877012,235.91904200650097,201.67006418497957,226.95073629061855,14.764970006754696,12.7778681234152,336.4678028619819,334.59304096469134
2014-11-21,356.59,357.39,340.0,350.46,2014-11-21,131.24492420217118,141.90535851948493,235.8056113112089,236.03822690729908,205.0349363444598,228.53970464098794,14.775735331672804,12.75295224459172,336.4738093992837,334.5955402500822
2014-11-22,350.11,365.3,349.1,352.81,2014-11-22,131.3246593228813,141.96036597664275,235.83636090405764,236.15736467633556,208.32519765490287,230.12854509984064,14.78650072010712,12.728713024107641,336.4798159427038,334.5986176464227
2014-11-23,352.44,372.28,351.5,368.25,2014-11-23,131.40438459572988,142.01231778851317,235.8671093779576,236.27643437081426,211.54669123267044,231.71670628878704,14.797266172165342,12.705162178860428,336.48582249225535,334.60227368803595
2014-11-24,368.0,391.92,363.62,376.05,2014-11-24,131.4841000298393,142.06119177837468,235.89785673355595,236.39541486714262,214.7050005756019,233.3037712316919,14.8080316879502,12.682311014742139,336.49182904794833,334.60650856182684
2014-11-25,376.06,396.87,375.08,377.02,2014-11-25,131.56380563435542,142.10696767479095,235.92860297150574,236.51428499117,217.8054574613574,234.88943786699028,14.818797267559672,12.660170344513917,336.49783560978995,334.6113220796971
2014-11-26,377.0,379.26,365.22,369.99,2014-11-26,131.64350141844668,142.14962717233757,235.95934809246594,236.63302367358287,220.853153267781,236.47350255747895,14.829562911087235,12.638750415099024,336.5038421777846,334.6167136675268
2014-11-27,370.0,375.0,368.15,370.0,2014-11-27,131.72318739130313,142.1891538675764,235.99009209710124,236.75161010777765,223.8529526689145,238.05584606672474,14.840328618622019,12.618060857526801,336.50984875193404,334.62268237521056
2014-11-28,369.99,387.5,355.51,377.43,2014-11-28,131.80286356213568,142.22553308001204,236.02083498608204,236.87002388605706,226.8095089042856,239.63642152354362,14.851094390249044,12.598110668046285,336.51585533223755,334.62922690747024
2014-11-29,377.79,390.0,371.0,376.28,2014-11-29,131.8825299401756,142.25875159084276,236.05157676008412,236.98824509617842,229.72728001597122,241.21524398270165,14.861860226049346,12.578908221945634,336.5218619186924,334.6363456708771
2014-11-30,376.07,385.59,373.7,379.89,2014-11-30,131.96218653467378,142.28879734133747,236.08231741978875,237.10625437018476,232.61054560475995,242.79238128614168,14.872626126100169,12.560461315647606,336.5278685112936,334.64403683038984
2014-12-01,379.67,386.5,377.3,382.0,2014-12-01,132.04183335490032,142.31565912860015,236.11305696588244,237.22403288597405,235.46342378068454,244.3679460065491,14.883392090475109,12.54277722973027,336.5338751100339,334.65229836892246
2014-12-02,382.0,387.99,379.08,384.5,2014-12-02,132.12147041014416,142.33932632709607,236.14379539905698,237.34156232650543,238.28988807996168,245.94208830141795,14.894158119244235,12.525862805375127,336.53988171490437,334.66112814484126
2014-12-03,384.67,386.3,372.64,376.0,2014-12-03,132.20109770971268,142.3597886572261,236.17453272000904,237.45882480267377,241.09378419541235,247.5149895282328,14.904924212474217,12.509724527626881,336.5458883258942,334.67052394351816
2014-12-04,376.24,380.33,367.8,370.99,2014-12-04,132.28071526293132,142.37703601976781,236.20526892944034,237.57580274640242,243.87884642500583,249.08685648745302,14.915690370228429,12.494368609164143,336.5518949429908,334.68048351954843
2014-12-05,370.74,382.51,366.1,378.18,2014-12-05,132.36032307914348,142.391058413867,236.2360040280572,237.69247878254305,246.64871378689182,250.6579161839308,14.926456592567073,12.479801067698794,336.55790156617974,334.69100462637414
2014-12-06,378.3,381.19,370.11,376.69,2014-12-06,132.43992116771005,142.4018459510829,236.26673801657094,237.8088355917208,249.4069457820588,252.22841103138845,14.937222879547233,12.466027789620247,336.56390819544515,334.70208503070444
2014-12-07,376.59,379.8,373.01,376.02,2014-12-07,132.51950953800954,142.40938896602847,236.29747089569722,237.92485577920715,252.15703780990248,253.7985944582277,14.947989231223007,12.453054573471631,336.5699148307694,334.71372251088656
2014-12-08,376.29,378.34,362.11,362.11,2014-12-08,132.5990881994377,142.41367820793994,236.32820266615624,238.04052176465734,254.9024362593157,255.36872689118633,14.95875564764553,12.440887149918154,336.5759214721335,334.7259148409975
2014-12-09,362.1,363.91,343.0,351.99,2014-12-09,132.67865716140741,142.41470508358842,236.3589333286728,238.1558157030845,257.64655330982544,256.9390720873651,14.969522128863048,12.429531179291965,336.5819281195167,334.73865976492164
2014-12-10,352.0,352.5,345.0,345.08,2014-12-10,132.7582164333488,142.4124619163633,236.38966288397572,238.2707194401416,260.3927814848361,258.5098937590079,14.980288674921017,12.41899223188884,336.587934772897,334.75195496598883
2014-12-11,345.12,362.99,335.7,348.53,2014-12-11,132.83776602470903,142.40694219081985,236.4203913327984,238.38521449747566,263.144508002954,260.0814524022412,14.991055285862098,12.409275758448393,336.5939414322507,334.76579803743465
2014-12-12,348.06,354.9,346.11,352.29,2014-12-12,132.91730594495226,142.3981407634611,236.45111867587792,238.49928207903307,265.90512897414544,261.6540022143088,15.00182196172621,12.40038705820125,336.59994809755295,334.7801864573592
2014-12-13,352.49,352.49,344.11,346.56,2014-12-13,132.9968362035598,142.38605403397762,236.48184491395597,238.61290308761667,268.6780634854024,263.2277879698831,15.01258870255059,12.392331250070159,336.60595476877734,334.7951175697727
2014-12-14,346.56,358.0,345.04,353.65,2014-12-14,133.07635681003,142.3706800826153,236.51257004777787,238.72605814212085,271.46676761571615,264.80304172432955,15.023355508369779,12.385113250043773,336.611961445896,334.81058857139715
2014-12-15,353.7,354.6,345.45,346.01,2014-12-15,133.1558677738785,142.3520187871737,236.543294078093,238.83872758857353,274.27474841236915,266.3799792148261,15.034122379215656,12.378737755183188,336.6179681288797,334.8265965024881
2014-12-16,346.34,346.93,325.1,325.1,2014-12-16,133.23536910463812,142.3300719375661,236.57401700565467,238.9508915014749,277.10557784953596,267.95879583418076,15.044889315117437,12.373209232513512,336.62397481769773,334.843138239041
2014-12-17,325.13,335.0,314.21,318.86,2014-12-17,133.31486081185926,142.30484336760838,236.60473883122012,239.06252967564353,279.9629067754103,269.5396620552863,15.055656316101667,12.368531909195301,336.6299815123178,334.8602104832656
2014-12-18,319.5,325.0,302.32,311.77,2014-12-18,133.39434290510988,142.27633912269627,236.63545955555017,239.17362161300485,282.8504788348367,271.1227181882492,15.066423382192198,12.364709758799298,336.63598821270654,334.87780974910737
2014-12-19,311.76,319.97,305.6,318.47,2014-12-19,133.47381539397588,142.244567676795,236.66617917940962,239.28414651365546,285.7721443297377,272.70806836152525,15.07719051341017,12.361746477402457,336.64199491882863,334.89593234008714
2014-12-20,318.47,330.0,315.3,329.66,2014-12-20,133.5532782880613,142.2095402000091,236.6968977035671,239.39408328558483,288.73187394827704,274.2957736362723,15.087957709773956,12.359645443262904,336.6480016306474,334.91457431823034
2014-12-21,329.69,329.73,316.85,320.79,2014-12-21,133.6327315969887,142.1712708568286,236.72761512879492,239.50341059069444,291.73377225414913,275.8858441865075,15.098724971299083,12.358409656184845,336.6540083481246,334.9337314658302
2014-12-22,321.19,336.85,319.64,332.63,2014-12-22,133.71217533039936,142.1297770872139,236.75833145586924,239.6121069426869,294.78209077777984,277.4782304903645,15.109492297998184,12.35804165841489,336.66001507122024,334.95339924612176
2014-12-23,332.41,337.79,330.0,335.7,2014-12-23,133.79160949795394,142.0850797985828,236.78904668557016,239.72015086155514,297.8812404893579,279.0728134498208,15.120259689880857,12.358543447606417,336.66602179989235,334.97357277328007
2014-12-24,335.69,335.93,320.0,322.61,2014-12-24,133.87103410933278,142.03720339424459,236.81976081868177,239.82752107009998,301.0358033567678,280.66939325946925,15.131027146953569,12.359916400813715,336.6720285340975,334.99424680381713
2014-12-25,322.62,323.4,315.5,318.5,2014-12-25,133.95044917423655,141.98617559646513,236.8504738559924,239.93419669755374,304.2505425969331,282.26767668327125,15.141794669219475,12.362161231194708,336.67803527378993,335.01541575789395
2014-12-26,318.49,332.4,316.17,327.2,2014-12-26,134.02985470238661,141.93202708331813,236.88118579829438,240.040157446105,307.53041111304134,283.86726222611344,15.152562256678245,12.365277992288435,336.684042018922,335.037073770514
2014-12-27,327.79,330.6,310.0,315.89,2014-12-27,134.10925070352593,141.8747910175769,236.91189664638495,240.14538368556387,310.88055746939466,285.4676225807252,15.163329909325851,12.369266130493436,336.69004876944393,335.05921476305934
2014-12-28,315.9,319.79,310.08,316.94,2014-12-28,134.18863718741943,141.81450257038938,236.942606401066,240.24985646499124,314.30632858626154,287.06808372616,15.174097627154273,12.374124572337282,336.69605552530317,335.08183252041255
2014-12-29,316.96,320.5,312.51,312.64,2014-12-29,134.26801416385496,141.7511985236224,236.97331506314484,240.35355745407773,317.81326813576175,288.66780011623877,15.184865410151222,12.379851826523169,336.70206228644497,335.10492076019904
2014-12-30,312.86,315.93,307.1,310.8,2014-12-30,134.34738164264377,141.6849169918353,237.0040226334346,240.45646883981988,321.4071093838336,290.26572545421595,15.195633258299775,12.386446082992846,336.7080690528118,335.12847318635767
2014-12-31,310.81,322.79,309.39,322.3,2014-12-31,134.42673963362134,141.61569726510936,237.0347291127547,240.5585732037061,325.0937609516531,291.8605785575341,15.206401171577978,12.39390529836789,336.71407582434296,335.15248352529153
2015-01-01,322.31,322.9,313.81,314.96,2015-01-01,134.506088146648,141.5435797526467,237.06543450193192,240.65985339689078,328.87928366429384,293.45080377790094,15.217169149958357,12.40222726409303,336.72008260097476,335.176945546603
2015-01-02,314.54,316.74,313.28,315.81,2015-01-02,134.58542719160965,141.468606003479,237.09613880180117,240.76029242251866,332.7698563212806,295.03452539416196,15.227937193407426,12.411409657695154,336.72608938264017,335.2018530715032
2015-01-03,315.8,315.99,277.5,278.22,2015-01-03,134.66475677841782,141.39081878598574,237.12684201320658,240.85987332922068,336.7717278762711,296.60949538232575,15.238705301885096,12.421450078768013,336.7320961692684,335.2271999714953
2015-01-04,278.04,288.74,255.03,264.19,2015-01-04,134.7440769170104,141.31026221365465,237.1575441370031,240.95857911815602,340.891153174737,298.1730340260569,15.249473475344054,12.432346070958168,336.73810296078517,335.25298015912466
2015-01-05,264.04,280.44,263.75,274.84,2015-01-05,134.82338761735116,141.22698190631937,237.18824517405767,241.05639266621856,345.13430910642404,299.72196299371103,15.260241713729037,12.444095130781353,336.74410975711197,335.27918757223426
2015-01-06,274.85,291.94,272.1,288.43,2015-01-06,134.90268888942967,141.14102517405902,237.21894512525157,241.15329666822555,349.50718783912765,301.25253080728675,15.271010016976176,12.45669470433221,336.7501165581663,335.3058161533938
2015-01-07,288.36,303.33,284.0,297.99,2015-01-07,134.98198074325992,141.05244120781228,237.2496439914821,241.249273599887,354.0154637904819,302.7603311052833,15.281778385012224,12.470142173879928,336.75612336386155,335.33285982666024
2015-01-08,297.89,298.47,282.01,283.21,2015-01-08,135.06126318887885,140.96128125969318,237.2803417736652,241.34430570103896,358.6643312703473,304.2402148095467,15.292546817753848,12.4844348374597,336.7621301741069,335.3603124741317
2015-01-09,283.99,297.32,280.4,290.51,2015-01-09,135.1405362363439,140.86759879871448,237.3110384727379,241.43837497581572,3.4583104214666567,305.68619831455,15.303315315106998,12.499569885252411,336.7681369888077,335.388167914553
2015-01-10,290.58,292.1,275.0,276.03,2015-01-10,135.21979989572898,140.77144963379112,237.3417340896611,241.53146320417466,8.401020358232852,307.09137120482046,15.314083876966357,12.515544376418333,336.7741438078657,335.41641988550674
2015-01-11,276.01,282.86,265.83,267.27,2015-01-11,135.29905417712018,140.67289200377178,237.3724286254224,241.62355195819677,13.494920422330335,308.44780884871994,15.32485250321502,12.532355219116411,336.7801506311795,335.44506202966323
2015-01-12,267.54,274.44,266.24,268.75,2015-01-12,135.3782990906093,140.57198664186836,237.40312208103907,241.7146226170328,18.74102339506239,309.7464975687494,15.335621193724421,12.549999154959014,336.78615745864556,335.47408788443744
2015-01-13,268.6,269.66,219.0,228.07,2015-01-13,135.4575346462863,140.46879682788614,237.4338144575603,241.80465637606648,24.13858842596591,310.9772829549811,15.346389948354668,12.568472747428386,336.792164290159,335.50349087341664
2015-01-14,228.49,228.49,166.45,182.0,2015-01-14,135.53676085423044,140.36338844547197,237.46450575606946,241.89363424858374,29.684806328209365,312.1288551899263,15.357158766955324,12.587772372010832,336.7981711256156,335.53326429716213
2015-01-15,181.0,230.74,179.05,209.81,2015-01-15,135.61597772449977,140.2558300626415,237.49519597768517,241.9815370619564,35.374495517183874,313.1887887850364,15.367927649366806,12.607894204084014,336.80417796491264,335.56340132053555
2015-01-16,209.81,223.1,197.72,208.5,2015-01-16,135.69518526712017,140.14619305076104,237.52588512356172,242.0683454552175,41.19983269544084,314.14365751426277,15.378696595422348,12.628834199078026,336.81018480795217,335.59389495371005
2015-01-17,208.52,214.0,192.2,201.09,2015-01-17,135.77438349207387,140.03455174721321,237.55657319488796,242.1540398908245,47.15014751651776,314.9792479749667,15.389465604950743,12.65058805862221,336.81619165464195,335.624738024901
2015-01-18,201.08,222.0,194.0,211.03,2015-01-18,135.8535724092878,139.9209836467256,237.58726019288434,242.23860069911328,53.21181363251879,315.68089625992167,15.40023467777962,12.673151177389808,336.82219850489884,335.6559231451874
2015-01-19,210.98,219.95,207.0,216.2,2015-01-19,135.93275202862426,139.80556957490384,237.61794611879856,242.3220081760122,59.36826825806395,316.2339705434818,15.411003813739322,12.696518569754433,336.8282053586507,335.68744267004945
2015-01-20,216.14,219.25,203.7,212.11,2015-01-20,136.01192235987267,139.6883937627746,237.64863097389943,242.40424274748432,65.6001872521389,316.62451651577965,15.421773012667058,12.720684784179733,336.8342122158388,335.7192886678156
2015-01-21,212.1,230.0,211.0,228.08,2015-01-21,136.09108341274512,139.56954372458654,237.67931475946912,242.48528519361966,71.88583186432443,316.84007081915104,15.432542274411173,12.745643824678258,336.8402190764195,335.7514529094686
2015-01-22,228.05,242.0,225.29,234.7,2015-01-22,136.17023519687552,139.44910987044778,237.70999747679454,242.56511689514616,78.20156693667042,316.8706282134522,15.443311598835164,12.77138910644363,336.8462259403654,335.7839268929274
2015-01-23,234.7,236.98,225.13,233.12,2015-01-23,136.24937772182278,139.32718486862834,237.74067912715796,242.64372004150172,84.5225302172503,316.709720049161,15.454080985821097,12.797913468758267,336.85223280766604,335.816701905369
2015-01-24,233.37,249.77,229.03,248.66,2015-01-24,136.32851099707838,139.2038628732956,237.7713597118282,242.72107774233345,90.82341175249474,316.35552557716034,15.464850435272213,12.825209250243898,336.85823967832755,335.84976911266875
2015-01-25,248.94,259.39,245.0,254.73,2015-01-25,136.40763503207705,139.07923878749335,237.80203923205235,242.7971740176031,97.07928524513169,315.8118979109802,15.47561994711448,12.853268408498225,336.8642465523714,335.8831196543608
2015-01-26,254.72,315.0,254.65,276.01,2015-01-26,136.4867498362104,138.9534077018939,237.83271768904905,242.87199368558512,103.26642378838265,315.0891519262506,15.486389521296957,12.882082652560333,336.8702534298333,335.91674472261553
2015-01-27,276.01,280.37,250.0,265.09,2015-01-27,136.5658554188422,138.82646456385504,237.86339508400388,242.9455221959009,109.36303305605776,314.2044453400435,15.497159157791128,12.911643559367432,336.8762603107602,335.9506356133365
2015-01-28,265.55,269.97,226.35,234.5,2015-01-28,136.6449517893234,138.69850404835483,237.89407141806623,243.01774545545507,115.34984599256381,313.18160167639235,15.507928856589203,12.941942658963354,336.8822671952085,335.98478374913384
2015-01-29,234.49,239.33,220.0,233.01,2015-01-29,136.72403895700697,138.56962056157033,237.9247466923489,243.08864967786133,121.21054193039375,312.0502852973859,15.518698617701752,12.972971487299503,336.88827408324084,336.01918068126037
2015-01-30,233.7,243.89,224.22,226.44,2015-01-30,136.80311693126077,138.43990830906648,237.95542090792873,243.1582212670348,126.93197572111745,310.8445418374101,15.52946844115483,13.004721613613391,336.8942809749242,336.05381807922885
2015-01-31,226.45,234.03,213.1,215.8,2015-01-31,136.8821857214782,138.3094613827736,237.98609406584936,243.22644673240777,132.5042243075037,309.6008414666461,15.540238326986842,13.03718465117908,336.9002878703272,336.08868771486567
2015-02-01,215.91,233.32,211.02,226.92,2015-02-01,136.9612453370865,138.1783738447635,238.0167661671244,243.29331262813824,137.92047546487885,308.3558713724314,15.551008275245524,13.070352258351049,336.9062947695181,336.12378144462656
2015-02-02,226.86,247.5,222.5,238.99,2015-02-02,137.04029578755242,138.04673980190242,238.04743721274178,243.3588055090746,143.1767941563476,307.14438006045515,15.561778285985035,13.104216133947617,336.9123016725637,336.15909119165934
2015-02-03,238.86,248.42,222.66,227.96,2015-02-03,137.1193370823856,137.91465347246555,238.0781072036679,243.42291189893342,148.27180584905014,305.99735853471424,15.57254835926341,13.138768008703323,336.9183085795276,336.1946089278413
2015-02-04,227.81,233.0,220.23,227.78,2015-02-04,137.1983692311402,137.7822092462466,238.1087761408519,243.48561826886092,153.2063343806696,304.9407589559184,15.583318495140354,13.173999633294546,336.92431549046984,336.2303266556828
2015-02-05,227.78,228.8,210.12,216.47,2015-02-05,137.2773922434145,137.64950173705833,238.1394440252302,243.54691102613356,157.9830264091906,303.99483110959454,15.594088693675488,13.20990276321853,336.9303224054462,336.2662363902204
2015-02-06,216.43,225.88,215.0,222.65,2015-02-06,137.35640612884973,137.5166258238563,238.17011085772933,243.6067765129061,162.60598705971114,303.17404040546046,15.604858954926968,13.246469141194245,336.936329324508,336.30233014139463
2015-02-07,222.66,239.78,222.66,228.8,2015-02-07,137.4354108971278,137.3836766760215,238.20077663926992,243.6652010139926,167.0804436866879,302.48744841943056,15.615629278950463,13.283690478272254,336.94233624770226,336.33859989762243
2015-02-08,228.8,232.9,221.1,223.85,2015-02-08,137.5144065579686,137.25074976028563,238.23144137076923,243.7221707713422,171.41244775949255,301.9393998611172,15.626399665798463,13.321558435085471,336.9483431750716,336.3750376111513
2015-02-09,224.13,225.98,215.33,220.48,2015-02-09,137.5933931211269,137.11794083084996,238.2621050531432,243.77767200189507,175.6086193005405,301.53036287539544,15.63717011551985,13.36006460441323,336.95435010665494,336.4116351853256
2015-02-10,220.48,223.88,214.0,220.87,2015-02-10,137.6723705963892,136.98534590917583,238.29276768730847,243.83169091543775,179.6759342056742,301.25779812903465,15.647940628159681,13.399200495433622,336.96035704248743,336.4483844632045
